outlet,bias,headline,summary,ground_news_interest_url
Raw Story,Left,Trump Threatens Martial Law in Minnesota Amid Violent Confrontations,"After violent clashes between ICE agents and protesters in Minneapolis-St. Paul, President Trump threatened to invoke the Insurrection Act, which could lead to martial law in Minnesota. Trump made the threat on Truth Social, emphasizing the need for law and order.",https://ground.news/interest/raw-story
World Socialist Web Site,Left,"","",https://ground.news/interest/world-socialist-web-site
Raw Story,Left,Child Sex Abuse Tip Against Trump Passed on to FBI for Further Investigation: Epstein File,"The FBI received a tip from a woman who claimed her friend was forced as a young teenager to perform a sex act on Donald Trump, according to newly released documents in the Jeffrey Epstein files. The Department of Justice published 3 million additional pages of documents related its investigation of Jeffrey Epstein.",https://ground.news/interest/raw-story
fightbacknews.org,Left,"Bozeman, MT rallies to demand justice for Alex Pretti","On January 25, over 1500 people gathered on Main Street in Bozeman to protest the killing of Alex Pretti by ICE, demanding that ICE stay out of their town. Many students attended the rally, joining the Students Against Genocide campaign and seeking ways to get involved in the fight against ICE.",https://ground.news/interest/fightbacknewsorg
Meduza,Left,European Commission Investigates Chat Bot Grok for Creating Sexy Images,"The European Commission has launched an investigation into the chat bot Grok, which can generate explicit images based on real-life photographs.",https://ground.news/interest/meduza
elCanciller,Left,At Least 40 Dead and 100 Injured Left a Fire in a Crowded Bar in a Swiss Ski Resort,"A devastating fire in a crowded bar at the exclusive ski resort of Crans Montana, Switzerland, resulted in at least 40 deaths and 100 injuries. Cantonal Police Commander Frederic Gisler reported that rescue and medical triage efforts are ongoing, with several dozen people presumed dead.",https://ground.news/interest/elcanciller
Salon,Left,"""A classic showoff"": Trump accepts Machado's Nobel and Norwegians aren't happy",Norwegian politicians speak out against the Venezuelan opposition leader's choice to hand off her Nobel Prize 1 month ago,https://ground.news/interest/salon
Azteca Quintana Roo,Left,Terror Images: The Exact Moment of the Hockey Match Shooting that Left 3 Dead,"A school sports event at the Lynch Arena in Pawtucket, Rhode Island, turned into a nightmare on February 16, when a man, allegedly dressed as a woman, started a shooting, causing panic and leaving at least three people dead.",https://ground.news/interest/azteca-quintana-roo
Blavity News & Politics,Left,Ilhan Omar Sprayed With Liquid In Attack At Minnesota Town Hall,"Minnesota Rep. Ilhan Omar experienced a frightening moment Tuesday evening when a man at a Minneapolis town hall meeting attacked her. The Democratic congresswoman was unharmed in the incident, which occurred as she addressed the controversial federal intervention into Minnesota that has left at least two Minneapolis residents dead. Omar attacked during a town hall discussion to discuss the ongoing federal intervention in Minnesota.",https://ground.news/interest/blavity-news-and-politics
heimildin.is,Left,Trump Demands $10 Billion in Us Tax Cuts,"President Donald Trump has filed a lawsuit against the Internal Revenue Service (IRS) seeking $10 billion, equivalent to 1.240 billion krónur, over alleged leaks of tax returns that he says have harmed his business. The lawsuit – filed by the president on his own behalf, along with his two eldest sons, Eric and Donald Jr., and their family business, The Trump Organization – said the tax...",https://ground.news/interest/heimildinis
Truthout,Left,"Trump Sues IRS, Treasury for $10 Billion Over Tax Return Leak","Trump sues IRS and Treasury for $10 billion over tax return leak, accusing them of weaponizing taxpayer privacy laws for himself while giving ICE individual tax records.",https://ground.news/interest/truthout
RollingStone,Left,"Trump, Musk, Lutnick Show Up in Latest Epstein Files Release","The Trump administration announces the release of the final batch of documents related to the investigations into the late sex offender Jeffrey Epstein, emphasizing that this is the last such release.",https://ground.news/interest/rollingstone_6de571
ADNSur,Left,Switzerland: Fire in Crans-Montana Ski Resort Claims Dozens of Lives on New Year's Eve,"A devastating fire at a popular ski resort in Crans-Montana, Switzerland, during the New Year's celebration on Thursday left at least 40 people dead and over 100 injured. The Cantonal Police of Valais reported that rescue and medical triage efforts are ongoing.",https://ground.news/interest/adnsur
News One,Left,"Greg Bovino, Kristi Noem Caught In Trump Admin ICE Cleanup","Source: OCTAVIO JONES / Getty Welp, we called it — the Trump administration’s routine strategy of spinning the fallout from violent immigration agents by smearing the victims and making the feds out to be innocent servants who are trying to do their jobs has backfired now that President Donald Trump and his MAGA-fied sycophants have tried to apply it to the killing of Minnesota health professional Alex Pretti. Because video footage of Pretti’s s…",https://ground.news/interest/news-one
Comic Sands,Left,Trump Is Getting Epically Dragged After Showing Off Nobel Peace Prize Maria Corina Machado Gave Him,"President Donald Trump is the subject of widespread mockery after showing off the Nobel Peace Prize Venezuelan opposition leader Maria Corina Machado gave him, despite the Nobel Committee insisting that prizes can't be transferred. Machado's gesture came just days after she told Fox News she wants to give him her award after he invaded Venezuela and ousted dictator Nicolás Maduro.",https://ground.news/interest/comic-sands
News One,Left,Man Who Sprayed Rep. Ilhan Omar Charged With Federal Assault,A 55-year-old man has been charged with assault after he sprayed Rep. Ilhan Omar with a syringe during a Minneapolis town hall on Tuesday.,https://ground.news/interest/news-one
Daily Kos,Left,Judge Calls Out Trump Administration in Historic Habeas Corpus Case,"In a bold move, Judge Patrick Schiltz has ordered the Trump administration to show cause in a habeas corpus case involving Juan T.R., an immigrant who has been detained for over a year without trial. This is the latest in a series of judicial challenges against the Trump administration's lawlessness.",https://ground.news/interest/daily-kos
heimildin.is,Left,Trump Accepts Venezuelan Opposition Leader's Nobel Peace Prize,"Venezuelan opposition leader Maria Corina Machado presented her Nobel Peace Prize to Donald Trump, hoping to win his favor after he had sidelined her since the ouster of Nicolas Maduro. Trump praised the act of mutual respect and called it a ""wonderful act.""",https://ground.news/interest/heimildinis
HuffPost It,Left,CIA Denies Kremlin's Attack on Putin's Villa: No Evidence of Russian Involvement,"The CIA director, John Ratcliffe, allegedly informed President Trump about the alleged attack on Putin's villa. However, Trump has criticized the actions of Kiev, and the US president has not provided any evidence of Russian involvement.",https://ground.news/interest/huffpost-it
Raw Story,Left,Senate Dems cut last-minute deal to avert shutdown with DHS funding Band-Aid,Senate Democrats just cut a deal with Republicans and the White House to ram through five massive spending bills funding a large swathe of the government for the rest of the fiscal year. The New York Times reported Thursday that they're also slapping a two-week Band-Aid on Department of Homeland Security funding.,https://ground.news/interest/raw-story
Black America Web,Left,Le[e]gal Brief Episode 3: How To ‘Melt The ICE’,"In this episode, we explore ways the American court system can be used to hold ICE accountable for their actions, following the fatal shootings of Renee Good and Alex Pretti by ICE agents in Minnesota.",https://ground.news/interest/black-america-web
Raw Story,Left,"Man charges Rep. Ilhan Omar at podium, sprays her with mystery substance during Minneapolis town hall","Rep. Ilhan Omar (D-MN) was sprayed with an unidentified substance while speaking at a town hall in Minneapolis on Tuesday. Video shared on social media by Jay O'Brien, Capitol Hill correspondent for ABC News, shows a bearded man in a heavy jacket charging Omar at the podium before he is grabbed and whisked away by security. Omar and the other local lawmakers in attendance were visibly in shock. The town hall continued after the person was removed from the event.",https://ground.news/interest/raw-story
Harpers Bazaar,Left,Minnesota Rep. Ilhan Omar Stands Her Ground After Shocking Town Hall Attack,Minnesota Rep. Ilhan Omar finished her remarks after 55-year-old Anthony Kazmierczak sprayed her with an unidentified liquid during her town hall meeting.,https://ground.news/interest/harpers-bazaar
Raw Story,Left,DOJ files criminal charges against Trump fan who attacked Ilhan Omar,"The Department of Justice filed criminal charges against Anthony Kazmierczak, a fan of President Donald Trump, for an alleged attack on Rep. Ilhan Omar (D-MN) According to documents obtained by CBS, Kazmierczak was charged on Wednesday after Omar was sprayed with an unknown substance at a town hall event",https://ground.news/interest/raw-story
Daily Kos,Left,Senate Democrats Block Government Spending Bill Over ICE Funding,Democrats voted to block legislation to fund the Department of Homeland Security and several other agencies Thursday as they continued to negotiate with Republicans and the White House on new restrictions for President Donald Trump's surge of immigration enforcement.,https://ground.news/interest/daily-kos
HuffPost,Left,Trump's Nobel Peace Prize: A Secondhand Gift from Machado,Maria Corina Machado bestowed Trump the Nobel Peace Prize as part of a diplomatic charm offensive. 1 month ago · United States,https://ground.news/interest/huffpost
HuffPost,Left,"Trump Praises Attorney General, Says Epstein Scandal 'Backfiring' On Democrats","The president publicly backed Attorney General Barr after the committee's bizarre hearing, calling it a ""fantastic"" performance.",https://ground.news/interest/huffpost
HuffPost,Left,Cuban Immigrant Dies During Attempted Suicide at Texas Immigration Facility. Guards Pinned and Choked Him.,A Cuban immigrant who lived in the U.S. for nearly three decades died in a Texas immigration facility during an altercation with guards.,https://ground.news/interest/huffpost
The New Republic,Left,Karoline Leavitt Appears to Throw CBP Chief Under the Bus on Minnesota,"Customs and Border Patrol boss Greg Bovino’s time in Minnesota appears to have come to a close. The commander-at-large has overseen ICE and Border Patrol operations across the country, moving from city to city as the agencies violently scour neighborhoods to satisfy Homeland Security adviser Stephen Miller’s mandate to arrest upwards of 3,000 people per day. But press secretary Karoline Leavitt revealed during a White House press briefing Monday that Bovino’s time in Minnesota is coming to an end.",https://ground.news/interest/the-new-republic
Daily Kos,Left,Cartoon: Worse than tear gas,A cartoon by Mike Luckovich. Related |� Unwanted 'Melania' documentary gets another boost from ...,https://ground.news/interest/daily-kos
Crooks and Liars,Left,Machado Hands Her Nobel Medal To Trump: What's The Quid Pro Quo?,"Venezuelan opposition leader Maria Corina Machado met with President Trump in the White House, following the abduction of her political adversary, Nicolas Maduro. Trump has backed Maduro’s former vice president, and the meeting was kept private.",https://ground.news/interest/crooksandliarscom
The New Republic,Left,Trump's Military Operation in Venezuela: A Trump-Walz Phone Call Revealed,"During a recent phone call, President Trump boasted about his military operation in Venezuela, while Minnesota Governor Tim Walz revealed the conversation.",https://ground.news/interest/the-new-republic
Crooks and Liars,Left,Trump Threatens Tariffs Against Europe If They Don't Support His Takeover Of Greenland,"During a White House round table on Health Care, President Trump threatened to impose punitive tariffs on European nations if they refuse to support the US takeover of Greenland. Trump boasted about forcing France to lower drug costs while discussing the potential consequences of their refusal to support the US takeover of Greenland.",https://ground.news/interest/crooksandliarscom
News One,Left,Man Who Sprayed Rep. Ilhan Omar Charged With Federal Assault,55-year-old Anthony Kazmierczak has been charged with a federal assault count for spraying Rep. Ilhan Omar with a syringe during a Minneapolis town hall on Tuesday.,https://ground.news/interest/news-one
El Huffington Post,Left,"Police Confirm at Least 40 Deaths After Explosion at Crans-Montana Ski Resort, Switzerland","Police are investigating the cause of the explosion at the Crans-Montana Ski Resort in Switzerland, which resulted in at least 40 deaths.",https://ground.news/interest/el-huffington-post
teleSUR,Left,Trump Threatens to Invoke the Mineapolis Insurrection Law in the Face of Protests Against Ice,Federal agents dispersed protesters in Minneapolis using tear gas and another person was shot during an ICE raid.,https://ground.news/interest/telesurtvnet
Wonkette,Left,Trump Sues IRS For $10 Billion For All Those Taxes He Never Paid,"Donald Trump is suing the IRS for $10 billion, claiming the government owes him for all the taxes he never paid. He also accused the IRS of leaking his tax returns to the media.",https://ground.news/interest/wonkette
Alternet,Left,'We did not protect President Trump' DOJ says upon releasing 3 million more Epstein files,"More than forty days after federal law required the release of the Epstein files, the U.S. Department of Justice announced it will post about three million additional documents from its trove on Friday.In addition to the documents, 2,000 videos and about 180,000 images will also be released, according to Deputy Attorney General Todd Blanche, who “said the files included images taken by Epstein and others that were on his devices but he didn’t take.”",https://ground.news/interest/alternet
The New Republic,Left,Trump Threatens to Invoke Insurrection Act to Stop Minnesota Protests,Donald Trump will do whatever it takes to stop the protests against his regime.,https://ground.news/interest/the-new-republic
El Huffington Post,Left,Understanding the Minnesota Protests and the President's Threat,The President of the United States has threatened to invoke the Insurrection Act following mass protests following the murder of a woman by ICE agents.,https://ground.news/interest/el-huffington-post
scheerpost.com,Left,Trump’s IRS Leak Suit Pulls Back the Curtain on a Government That Can’t Protect Its Own Data,"President Donald Trump has filed a $10 billion lawsuit against the IRS and the Treasury Department, accusing federal agencies of failing to prevent the leak of his tax information to major news outlets between 2018 and 2020. The suit, filed in federal court in Florida, names Trump’s sons Eric Trump and Donald Trump Jr. as defendants.",https://ground.news/interest/scheerpostcom
Common Dreams,Left,"'Disgusting Act of Corruption': Trump Sues IRS, Treasury for $10 Billion Over Tax Return Leak","""Trump's Treasury Department is using taxpayer privacy laws to send individual tax records to his anti-immigrant allies at ICE, while Trump himself is using the same laws to hide his own tax returns from the public.""",https://ground.news/interest/common-dreams
Raw Story,Left,Seven Republicans Join Democrats to Stall Government Funding Bill,"Seven Republicans voted against a massive spending bill a day before the government is set for a partial shutdown. The funding package stalled Thursday after six GOP senators – Ted Budd (R-NC), Mike Lee (R-UT), Ashley Moody (R-FL), Rand Paul (R-KY), Rick Scott (R-FL) and Tommy Tuberville (R-AL) – voted against it.",https://ground.news/interest/raw-story
The New Republic,Left,Senate Democrats Block DHS Funding Bill Amid Immigration Crisis,"Senate Democrats, united in their opposition to President Trump's immigration policies, block the DHS funding bill, citing the recent deaths of two people in Minneapolis.",https://ground.news/interest/the-new-republic
The New Republic,Left,Senate Democrats Unite to Block DHS Funding Bill Amid Immigration Crisis,"Senate Democrats have joined forces to block the DHS funding bill following the recent immigration crisis, with federal immigration agents killing two people in Minneapolis.",https://ground.news/interest/the-new-republic
oklahomavoice.com,Left,"Trump Threatens Tariffs on Greenland, Countries That Oppose US Takeover","President Donald Trump threatened to impose tariffs on Greenland and countries that oppose his plans to take over the Arctic island, as members of Congress from both parties were in Europe to reassure allied nations that they won't support his efforts.",https://ground.news/interest/oklahomavoicecom
Boing Boing,Left,"NYT Uncovers Over 38,000 Trump References in Epstein Documents","The New York Times used a proprietary search tool to find more than 5,300 files containing over 38,000 references to Trump, his wife, Mar-a-Lago, and related terms in the Epstein documents released Friday. The files include unverified tips submitted to the FBI — some accusing Trump and Epstein of sexual abuse — as well as interview notes where victims describe interactions with Trump.",https://ground.news/interest/boing-boing
Raw Story,Left,Trump Sues IRS for $10 Billion,"President Donald Trump filed a lawsuit against the IRS on Thursday, alleging the agency failed to prevent the leak of his tax returns during his first administration. The lawsuit, filed in Miami, also claims the IRS failed to prevent the release of his personal financial information.",https://ground.news/interest/raw-story
heatmap.news,Left,Trump Takes an Equity Stake in Another Rare Earth Company,"Current conditions: Winter Storm Fern may have caused up to $115 billion in economic losses and triggered the longest stretch of subzero temperatures in New York City’s history • Temperatures across the American South plunged up to 30 degrees Fahrenheit below historical averages • South Africa’s Northern Cape is roasting in temperatures as high as 104 degrees. THE TOP FIVE1. Trump takes an equity stake in another rare earth company A nickel mine in the United States is being acquired by the Trump Organization, marking the president’s latest foray into the mining industry. The acquisition is expected to bring in significant profits for the company, which is already a major player in the rare earth minerals market. The rare earth minerals, which are used in a variety of high-tech products, are becoming increasingly important as the world transitions to more sustainable energy sources. The acquisition is seen as a strategic move by the Trump administration, which has been pushing for increased investment in domestic mining and energy production. The move is also seen as a way to support the president’s campaign promise to bring jobs and economic growth back to the United States.",https://ground.news/interest/heatmapnews
El Periódico - San Francisco,Left,Tragedy in Switzerland: Fire in a Ski Resort Left Dozens Dead in New Year's Celebrations,"A devastating fire broke out in the early hours of 1 January at a bar in the ski resort of Crans-Montana, Switzerland, in the canton of Valais, resulting in a tragic loss of life. The fire, which occurred around 1.30 a.m. at the Le Constellation bar, claimed the lives of approximately forty people and injured over a hundred, many with severe burns.",https://ground.news/interest/el-periodico-san-francisco
mainemorningstar.com,Left,U.S. Capitol Police Investigate Drastic Increase in Threats Against Members of Congress and Their Staffs,"A man squirted an unknown substance on U.S. Rep. Ilhan Omar during a town hall on Jan. 27, 2026.",https://ground.news/interest/mainemorningstarcom
Common Dreams,Left,‘Wall Street Sweetheart’ Kevin Warsh Picked to Run Fed After Changing Views to Match Trump’s,"Former Federal Reserve governor Kevin Warsh, Trump's nominee for Fed chair, faces scrutiny for changing views on interest rates. Critics question his independence.",https://ground.news/interest/common-dreams
Gay City News,Left,State Lawmaker Urges Hochul to Issue Emergency Guidance on Gender-Affirming Care Amid Nurses' Strike,"State Assemblymember Linda Rosenthal has written to Governor Kathy Hochul, urging her to issue emergency guidance to ensure that gender-affirming care continues to be provided at the three private hospital systems where nearly 15,000 nurses have been on strike since January 12.",https://ground.news/interest/gay-city-news
HuffPost,Left,"Trump's Immigration Crackdown: Senior Border Patrol Commander, Agents Set To Leave Minneapolis","A senior U.S. Border Patrol commander and some agents are expected to leave Minneapolis as early as Tuesday, amid Trump's immigration crackdown.",https://ground.news/interest/huffpost
Alternet,Left,Wall Street Encouraged to Clap Harder After Melania Gets Weak Applause at NYSE,"First Lady Melania Trump had to endure an embarrassing appearance at the New York Stock Exchange (NYSE) ahead of the opening weekend of her new film. When the first lady appeared in front of an assembled crowd of traders to ring the opening bell, she stood silently as she was greeted by tepid applause. NYSE Group President Lynn Martin can be seen visibly annoyed by the weak response from the crowd.",https://ground.news/interest/alternet
San Antonio Current,Left,"Texas Latino Voter Group Not Shut Down by AG Paxton, Judge Rules","AG Paxton accused Jolt Initiative of an 'unlawful voter registration scheme,' but a federal judge found the AG failed to offer 'any plausible proof' of wrongdoing.",https://ground.news/interest/san-antonio-current
diariodesevilla.es,Left,America Struggles with Devastating Ice and Snow Storm,"The storm has left millions without power, causing widespread damage and leaving 10 dead.",https://ground.news/interest/diariodesevillaes
Le Huffington Post,Left,Robbery with a Giant Drill Leaves Gelsenkirchen City Hall in Ruins,"More than two days after the incident, the Gelsenkirchen police estimated the amount of the damage to be more than EUR 30 million. 2 months ago · Paris, France",https://ground.news/interest/le-huffington-post
diariopanorama.com,Left,"","Authorities investigate whether the attack was linked to a family dispute, confirming that the assailant died after shooting himself.",https://ground.news/interest/diariopanoramacom
Meduza,Left,Trump's Nobel Dream: The President's Desire for the Nobel Peace Prize Turns Out to Be a Diplomatic Ritual,"In his first term, Donald Trump was nominated for the Nobel Peace Prize by some politicians. During his second term, foreign leaders would often mention that Trump was nominated for the Nobel Peace Prize when they needed something from him. The American President claimed that no one deserved the Nobel Peace Prize more than he did, and was clearly offended when the award was given to someone else.",https://ground.news/interest/meduza
The Cut,Left,FBI Agent Arrested for Attempting to Escape Prison with Luigi Mangione,"Mark Anderson, a Minnesota man, was arrested on Wednesday for allegedly impersonating an FBI agent in an attempt to get Luigi Mangione, a prisoner, out of prison.",https://ground.news/interest/the-cut
National Memo,Left,'Smoking Gun'? Files Contradict Trump's Version Of His Break With Epstein,"Rep. Dave Min (D-CA) said on Monday that new revelations expose some conflicts in President Donald Trump's timeline about his relationship with trafficker Jeffrey Epstein.Members of Congress have been working their way through the unredacted investigation files released by the Justice Department, which one senator said mentions Trump's name at least 38,000 times.Speaking to CNN, Min brought up recent reports from the Miami Herald that exposed co…",https://ground.news/interest/national-memo
New York Magazine,Left,The Washington Post's Owner Jeff Bezos and CEO Will Lewis: The Pressing Questions Behind the Layoffs,"",https://ground.news/interest/new-york-magazine
La Jornada,Left,Trump Threatens to Invoke Law of Insurrection in Minnesota,Washington. U.S. President Donald Trump yesterday threatened to invoke the 1807 U.S. U.S. U.S. U.S. U.S. Army or National Guard law to suffocate the persistent protests against U.S. Immigration and Customs Enforcement (ICE) agents dispatched to Minneapolis last Tuesday.,https://ground.news/interest/la-jornada
Jezebel,Left,María Corina Machado's Nobel Peace Prize Visit to Trump Results in a Surprise Award,"María Corina Machado, the 20th woman to win the Nobel Peace Prize, surprised President Trump by presenting him with the award she received in 2025 for her pro-democratic efforts in Venezuela. The president, known for his obsession with fake awards, accepted the prize with a mix of surprise and embarrassment. Machado's visit to the White House on Thursday marked a significant moment in her career and a testament to her dedication to promoting democracy and peace.",https://ground.news/interest/jezebel
NationofChange,Left,Trump's Attacks on Ilhan Omar Escalate Before She's Assaulted at Town Hall,The assault followed days of escalating rhetoric and public targeting by the president and his allies.,https://ground.news/interest/nationofchange
NationofChange,Left,"Trump Sues IRS Over Tax Leak, Deepening Political Conflict","The lawsuit targets federal agencies Trump oversees, reviving scrutiny of his finances, IRS security failures, and enforcement rollbacks.",https://ground.news/interest/nationofchange
Salon,Left,Trump and sons seek $10 billion taxpayer-funded payday in IRS lawsuit,"President Donald Trump sued the IRS and the Treasury Department on Thursday, alleging they failed to ""safeguard"" his and his family's tax returns from being leaked to the press. Trump, along with his sons, Eric and Don Jr., and the Trump Organization, are seeking $10 billion in damages, according to a lawsuit filed in Florida's Southern District Court. The lawsuit alleges that the IRS and Treasury Department ""had a duty to...protect"" the Trumps' ""tax returns.""",https://ground.news/interest/salon
The New Republic,Left,Florida's Pam Bondi Cites NASDAQ Stats After Epstein Question,Attorney General Bondi cites NASDAQ stats as she defends the Justice Department's handling of Epstein case files.,https://ground.news/interest/the-new-republic
fightbacknews.org,Left,"","",https://ground.news/interest/fightbacknewsorg
Aftonbladet,Left,New Epstein Files Released by US Department of Justice,"Over three and a half million new Epstein files are being released today by the US Department of Justice, with a significant portion containing pornographic content. – Some of the images.",https://ground.news/interest/aftonbladet
Wonkette,Left,Trump Sues IRS For $10 Billion For All Those Taxes He Never Paid,"Donald Trump is suing the IRS for $10 billion, claiming the government owes him for years of unpaid taxes. Trump claims the leak of his tax returns to the media caused him great harm, but the IRS denies any wrongdoing.",https://ground.news/interest/wonkette
thenewregion.com,Left,Iran and U.S. Reach General Agreement After Geneva Talks,"""Good progress was made compared to the previous meeting,"" Araghchi said after the meeting, adding that ""the path has begun and can lead to an agreement.""",https://ground.news/interest/thenewregioncom
Alternet,Left,'Completely out of her depth': Republicans say Kristi Noem 'needs to go',"MS NOW reporter Jake Sherman said Republicans in Washington, DC. appear to be sharpening their knives for U.S. Secretary of Homeland Security Kristi Noem. ""It depends how hard the administration fights for her. I've talked to Republicans over the last couple days who think she's completely out of her depth, and she needs to go, and she's emblematic of the problem,"" Punchbowl News founder Jake Sherman said in a Tuesday segment.",https://ground.news/interest/alternet
HuffPost,Left,'I Had No Idea': Trump's Epstein Timeline Is Getting Complicated,"A document in the Epstein files reveals a 2006 phone call from Trump to the Palm Beach Police chief claiming that ""everyone"" knew what Epstein had been doing.",https://ground.news/interest/huffpost
Common Dreams,Left,Trump Threatens Tariffs on Any Nation That Opposes US Efforts to Conquer Greenland,Trump suggested that he would expand his legally contested and costly tariff regime to target any countries that don't support his plan to conquer Greenland.,https://ground.news/interest/common-dreams
HuffPost,Left,Trump Says He May Punish Countries With Tariffs If They Don’t Back The U.S. Controlling Greenland,He had not previously mentioned using tariffs to try to force the issue. 1 month ago · United States,https://ground.news/interest/huffpost
Le Huffington Post,Left,"","",https://ground.news/interest/le-huffington-post
La Jornada,Left,Mexico Demands to Clarify the Death of a Connational in the Custody of the Ice,"The Mexican government has requested that U.S. authorities clarify the death of a citizen in the custody of the Immigration and Customs Enforcement (ICE) agency, which occurred on January 14 at the Robert A. Deyton immigration processing center in Clayton County, Georgia. The Mexican Consulate General in Atlanta reported that the Ministry of Foreign Affairs is following the case closely and is in direct contact with the authorities responsible.",https://ground.news/interest/la-jornada
Mashable,Left,Stephen Colbert Reacts to Trump's Insurrection Act Threat,"Donald Trump has threatened to invoke the Insurrection Act, which would allow him to send U.S. military forces into Minnesota. The president did so in a Truth Social post on Thursday, following protests against Immigration and Customs Enforcement (ICE) in the state and across the country demanding justice after the killing of 37-year-old mother Renee Good in Minneapolis by an ICE agent. Stephen Colbert reacted to Trump's threat during his Late Show with Stephen Colbert.",https://ground.news/interest/mashable
Salon,Left,"""Minnesota Strong: Ilhan Omar Attacked at Town Hall""","Rep. Ilhan Omar was sprayed with a strong-smelling liquid at a town hall meeting, but is unharmed.",https://ground.news/interest/salon
NationofChange,Left,"Trump Sues IRS Over Tax Leak, Deepening Conflict Concerns","The lawsuit targets federal agencies Trump oversees, reviving scrutiny of his finances, IRS security failures, and enforcement rollbacks.",https://ground.news/interest/nationofchange
Jovem Pan News,Left,"","",https://ground.news/interest/jovem-pan-esportes-entretenimento-noticias-e-videos-com-credibilidade
Wonkette,Left,Trump Sues IRS For $10 Billion For All Those Taxes He Never Paid,"Donald Trump is suing the IRS for $10 billion, claiming the government owes him compensation for years of unpaid taxes.",https://ground.news/interest/wonkette
Raw Story,Left,DOJ files criminal charges against Trump fan who attacked Ilhan Omar,"The Department of Justice filed criminal charges against Anthony Kazmierczak, a fan of President Donald Trump, for an alleged attack on Rep. Ilhan Omar (D-MN) According to documents obtained by CBS, Kazmierczak was charged on Wednesday after Omar was sprayed with an unknown substance at a town hall event",https://ground.news/interest/raw-story
CartaCapital,Left,Iran and US Agree on General Lines for Nuclear Pact,"After weeks of threats and a U.S. port embargo, Iran and the U.S. have reached an agreement on a nuclear pact.",https://ground.news/interest/cartacapitalcombr
mainemorningstar.com,Left,"U.S. Senate Fails to Advance Spending Package, With Partial Shutdown Looming Friday Night • Maine Morning Star","Senate Majority Leader John Thune speaks to reporters at the U.S. Capitol on Jan. 28, 2026. (Photo by Jennifer Shutt/States Newsroom)WASHINGTON — The U.S. Senate was unable to advance a funding package Thursday, pushing the federal government closer to a partial shutdown as Democrats press for restrictions on immigration enforcement. The 45-55 vote needed at least 60 senators to agree to move forward with debate on the six appropriations bills.",https://ground.news/interest/mainemorningstarcom
Raw Story,Left,Judge Threatens Trump's ICE Head with Contempt: 'Patience is at an End',"A federal judge in Minnesota ran out of patience with one of President Donald Trump's top immigration officials. Chief Judge Patrick J. Schiltz found the administration had failed to comply with court orders to hold hearings for detained immigrants and ordered Todd Lyons, the acting head of Immigration and Customs Enforcement, to appear in court to explain the administration's actions.",https://ground.news/interest/raw-story
New York Magazine,Left,Trump's Insurrection Act Threat: A Terrible Idea,"Trump can invoke the Insurrection Act, but it's a terrible idea. While Trump's post on Truth Social was empty, sending troops to Minneapolis would inflame the situation and set a dangerous precedent.",https://ground.news/interest/new-york-magazine
La Jornada,Left,Shooting in Rhode Island; 3 Dead,"A shooting at a youth hockey game in Rhode Island resulted in three deaths and three critical injuries, according to Pawtucket police chief Tina Goncalves. The suspect reportedly died from a self-inflicted shot, suggesting a targeted act possibly related to a family dispute.",https://ground.news/interest/la-jornada
workers.org,Left,Eyewitness Testimony of Shooting of Alex Pretti,The following is the transcript of the reading of a written eyewitness sworn testimony regarding the Immigration and Customs Enforcement gangsters’ shooting of Veterans Administration nurse Alex Pretti on Jan. 24 in Minneapolis. It was read Jan. 26 on a broadcast of Democracy Now! radio program. The transcript was provided by the Immigrant Rights Coalition of Minnesota.,https://ground.news/interest/workersorg
Common Dreams,Left,Joseph Goebbels' Nobel Prize for Literature: A Lesson in Double Standards,"In 1943, Knut Hamsun, the Norwegian writer, gave his Nobel Prize for Literature to Joseph Goebbels, the infamous Nazi criminal.",https://ground.news/interest/common-dreams
Meduza,Left,Two U.S. Border and Customs Officers Suspended After Shooting Minneapolis Nurse Alex Pretty,Two U.S. Border and Customs officers were suspended from work following the shooting of Minneapolis resident Alex Pretty by the officers.,https://ground.news/interest/meduza
Le Huffington Post,Left,Who Is Trump's Chosen for the Federal Reserve (Which Causes the Gold Price to Fall),"This 55-year-old businessman is expected to succeed Jerome Powell in May, whose U.S. president continues to lament.",https://ground.news/interest/le-huffington-post
rhodeislandcurrent.com,Left,"Trump Threatens Tariffs on Greenland, Countries That Oppose US Takeover","President Donald Trump threatened to impose tariffs on Greenland and countries that oppose his plans to take over the Arctic island, as members of Congress from both parties were in Europe to reassure allied nations that they won't support his actions.",https://ground.news/interest/rhodeislandcurrentcom
La Jornada,Left,Trump Threatens Tariffs on European Nations Over Greenland Dispute,"U.S. President Donald Trump threatened to impose tariffs on European nations that do not support his country's plans to take control of Greenland, emphasizing the importance of the island for national security, particularly for the Dome Defense Missile system.",https://ground.news/interest/la-jornada
HuffPost,Left,'The Court’s Patience Is At An End': Judge Takes 'Extraordinary Step' Against Acting ICE Chief,"""Lesser measures have been tried and failed,"" U.S. District Judge Patrick Schiltz said.",https://ground.news/interest/huffpost
The Daily Boulder,Left,"María Corina Machado: Trump Accepts Nobel Peace Prize, Despite Committee's Warning","Venezuelan opposition leader María Corina Machado presented the Nobel Peace Prize medal to Donald Trump at the White House, despite the Nobel Committee's warning that the prize cannot be transferred. Trump accepted the medal, and the moment sparked controversy and debate about the implications of such an action. 1 month ago",https://ground.news/interest/the-daily-boulder
