outlet,bias,headline,summary,ground_news_interest_url
teleSUR,Far Left,"","",https://ground.news/interest/telesurtvnet
World Socialist Web Site,Far Left,Impeached South Korean president blocks arrest,"The danger of another declaration of martial law or military coup remains in South Korea as Yoon makes clear he intends to cling to power, emboldened by the rolling back of protests by the opposition party. 1 year ago · United States",https://ground.news/interest/world-socialist-web-site
teleSUR,Far Left,Delegations from Russia and the US meet in Istanbul,"The two powers agreed to create an atmosphere conducive to the total resumption of bilateral collaboration in various areas. Delegations from Russia and the United States (USA) gathered this Thursday at the U.S. Consulate General in Istanbul, Türkiye, with the aim of discussing a possible normal functioning of their respective embassies.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"Hamas Confirms the Murder of Commander Mohammed Deif, Founder of Al-Qassam Brigades","The Israeli Defense Forces claimed last August that their troops had killed Deif in an air strike in al-Mawasi, west of Khan Younis. However, Hamas denied this information. The spokesman for the Al-Qassam Brigades, Abu Obaida, confirmed today that Deif and other senior military leaders, including the Deputy Commander of the General Staff, were killed in an air strike.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Israel carries out large-scale attacks in southern Lebanon,"Israeli fighters launch a series of attacks on the Zebqin Valley and the area between Aita al-Jabal and Beit Yahoun. Israeli defence forces have carried out more than 20 air strikes in southern Lebanon, using intelligence, against civilian sites with the use of fighter aircraft, whose shelling targeted the Muraisa area, between the towns of Al-Babliyya and Al-Zarariya. READ ALSO: Israeli bombings continue in Lebanon during the ceasefire. They al… 1 year ago",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"Donald Trump Annuls 78 Biden Decrees, Withdraws U.S. From Paris Agreement","U.S. President Donald Trump has announced that his country will withdraw from the Paris Agreement on Climate Change, citing it as ""unfair"" and ""unilateral."" Trump also overturned 78 decrees signed by his predecessor, Joe Biden, and reaffirmed the U.S.'s intention to withdraw from the agreement.",https://ground.news/interest/telesurtvnet
Wonkette,Far Left,"Trump Caves To Colombia, Saddening MAGA Fans","After a brief moment of hope that the price of a Starbucks grande drip coffee might increase to $10, it was revealed that the price will remain the same. This news has left MAGA fans feeling disappointed and frustrated, as they had been eagerly anticipating the increase.",https://ground.news/interest/wonkette
teleSUR,Far Left,"European leaders meet without agreement in Paris, France","The meeting of the leaders of Germany, Italy, Poland, Spain, the Netherlands, Denmark and the United Kingdom, who were convened by French President Emmanuel Macron, concluded without a joint statement after discussing regional security issues, as well as the possible dispatch of alleged peace troops to Ukraine. READ ALSO: France assesses military deployment in Greenland against threats of annexation by the United States",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"Pope Francis in stable health, Vatican says","According to the Vatican, Pope Francis remains in a stable state of health, without fever and continuing with prescribed treatment. The Holy Father is stable.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"Negotiations between Israel and Hamas Continue in Doha, Qatar","The Palestinian Resistance Movement Hamas confirmed on Tuesday that negotiations are ongoing in Doha, Qatar, to achieve a ceasefire for the ongoing attacks on Gaza. According to the Almayadeen platform, the leaders of the forces and factions expressed their satisfaction with the development of the talks, however, Israel continues to bomb Gaza: more than 46,000 Palestinians have been killed since the conflict began in 2007. 1 year ago",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"Shooting in Queens, USA, leaves several wounded","The attack took place on Wednesday night during a private party at a nightclub in Queens metropolitan state of New York (northwest of the United States), leaving at least 11 people injured.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Trump Proposes Military Deployment in Greenland During NATO Meeting,"During his first NATO meeting since taking office, US President Donald Trump reiterated his claim to annex Greenland, a territory belonging to Denmark. He also proposed deploying troops to the island, despite Denmark's proximity to the territory. Trump stated that Denmark is ""extremely distant"" from Greenland, despite being part of his kingdom.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,The international right's strategy against Venezuela mirrors failed interventions in the past,"The emergence of Edmundo González as a potential power option in Venezuela, proposed by the extremist opposition, is framed as a parallel to previous attempts to destabilize the Latin American nation, including the failed ""Plan Guaidó"" of 2019. At the beginning of 2025, this development seems to be following a familiar playbook for the Venezuelan people, which has historically proved ineffective in the face of Bolivarian institutional stability. 1 year ago",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,In Images: Anti-Fascist and Anti-Racist Pride March in Argentina,"The mobilization is seen as one of the most massive protests against the president since his arrival to the presidency in December 2023. This Saturday, the Cathedral of the City of Buenos Aires was surrounded in the run-up to the mobilization called by the Anti-Fascist LGBTIQ+ Assembly, in which at least two million people, according to the organizers, protested in rejection of the hate speech of President Javier Milei and other sectors, in defiance of the government's attempts to silence them.",https://ground.news/interest/telesurtvnet
Crooks and Liars,Far Left,Yambo Calls In Missile Strikes On Low-Threat IS Group In Somalia,"Yambo, the U.S. President, ordered military air strikes on a senior attack planner and others from the Islamic State group in Somalia. Via BBC: ""These killers, who we found hiding in caves, threatened the United States and our Allies,"" Trump posted on social media. ""The strikes destroyed the caves they live in, and killed many terrorists without, in any way, harming civilians."" No, they weren't threatening the United States. But after a week of bumbling atte… 1 year ago · United States",https://ground.news/interest/crooksandliarscom
teleSUR,Far Left,Leading American Film Director David Lynch Dies at 78,"David Lynch, one of the great directors of the history of American cinema, passed away on Thursday at age 78.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Trump Threatens Hamas with Military Action if Hostages Aren't Released,"U.S. President Donald Trump has issued a new ultimatum to Hamas, stating that he will provide Israel with all the necessary support to complete the operation in Gaza if the Palestinian Resistance Movement (Hamas) does not release all Jewish hostages held in the Gaza Strip.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,90 Palestinians released after Israeli ceasefire agreement,"In a significant development in the ongoing conflict, 90 Palestinians kidnapped by the Israeli Army were released as part of the ceasefire agreement signed in Doha, Qatar. The release of the hostages, including three Israeli women, took place early on Monday, January 20, with buses departing from the Israeli prison of ""Ofer"" in the West Bank. Most of those released are women, including Khalida Jarrar.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"","",https://ground.news/interest/telesurtvnet
Crooks and Liars,Far Left,Senate Confirmed Kremlin ‘Girlfriend’ Tulsi Gabbard As DNI,"It’s almost like Donald Trump is trying to destroy our national security, with GOP help. 1 year ago · United States",https://ground.news/interest/crooksandliarscom
World Socialist Web Site,Far Left,"Trump escalates global economic conflict with ""reciprocal tariffs""","The new tariffs, which target specific countries, could further destabilize the global trading system and undermine international cooperation. 1 year ago · United States",https://ground.news/interest/world-socialist-web-site
teleSUR,Far Left,Pope Francis Critical Condition After Respiratory Crisis,"Francis remains conscious and has spent the day in an armchair, although with more discomfort than those suffered on Friday. The Vatican Press Office reported that Pope Francis remains in critical condition after experiencing a respiratory crisis this Saturday.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Shooter kills 12 people in Montenegro,"Montenegrin authorities reported on Thursday the death of 12 people in the city of Cetinje, to the south, after several gun attacks by a shooter who ended up killing himself, and anticipated that three days of mourning will be decreed for the tragedy. READ ALSO: Shooting in Queens, USA, leaves several injured The events occurred during the night of Wednesday, when the shooter - identified as Aco Martinovic by the RTCG public television network- carried out the attacks.",https://ground.news/interest/telesurtvnet
World Socialist Web Site,Far Left,Gazans allowed to return to the devastated north,"Pictures bear comparison only with the scenes of devastation in the aftermath of the Second World War. According to the United Nations, 92 percent of dwellings are either destroyed, severely or partially damaged. 1 year ago · United States",https://ground.news/interest/world-socialist-web-site
teleSUR,Far Left,"","The Instituto de Estudios para el Desarrollo y la Paz (Indepaz) of Colombia denounced on Tuesday the assassination of the signatory of the peace agreement Pedro Nel Angarita Ascanio in Teorama, Norte de Santander in the midst of the humanitarian crisis that the Colombian Catatumbo is experiencing.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Hamas Delivers 3 Israeli Hostages in Fifth Exchange of Truce · Global Voices,"Hamas handed over three Israeli hostages to a Red Cross delegation on Saturday, as part of the fifth exchange of the truce it has with the Israeli occupier in the Gaza Strip. READ ALSO: Hezbollah condemns Trump's moves to evict Gaza",https://ground.news/interest/telesurtvnet
Crooks and Liars,Far Left,CNN's Daniel Dale Fact Checks Trump's Davos Speech,"CNN's Daniel Dale fact checks some of the many lies told by Trump at the World Economic Forum in Davos, Switzerland. 1 year ago · United States",https://ground.news/interest/crooksandliarscom
teleSUR,Far Left,China to retaliate against U.S. with WTO complaint and countermeasures,"China has announced that it will file a formal complaint with the WTO and take countermeasures to firmly safeguard its own rights and interests. The Chinese government has strongly condemned the recent U.S. decision to impose a 10 percent tariff on imports of products from the Asian giant, calling the measure a unilateral act that violates international trade rules. READ ALSO: Trump imposes tariffs on Chinese goods 1 year ago",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Israel's Military Strikes in Southern Lebanon,"Israel has launched a series of air strikes in southern Lebanon, targeting civilian sites using fighter aircraft. The attacks, which have taken place over the past 20 days, have targeted the Muraisa area, between the towns of Al-Babliyya and Al-Zarariya.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"Uncontrolled Forest Fires Leave Two Dead in Southern California, USA.","A large number of casualties among residents of the area who did not evacuate have been reported in Los Angeles County, California, as a forest fire razes the city.",https://ground.news/interest/telesurtvnet
Jacobin,Far Left,"","",https://ground.news/interest/jacobincom
Crooks and Liars,Far Left,MSNBC's Ali Velshi Discusses Hegseth Vote,MSNBC's Ali Velshi discusses the consequences of Pete Hegseth narrowly being confirmed for Defense Secretary.,https://ground.news/interest/crooksandliarscom
World Socialist Web Site,Far Left,"Over 100 miners starved to death by the ANC in South Africa, hundreds still in danger","This is a revolting crime of South African capitalism. Comparisons are already being drawn in the country to the Marikana Massacre of 2012, where police under the command of the ANC killed 36 striking workers at the Lonmin platinum mine. 1 year ago · United States",https://ground.news/interest/world-socialist-web-site
Orinoco Tribune,Far Left,Colombia Backtracks After Deportation Tensions With United States,"Colombian President Gustavo Petro's government has reversed its stance on deporting its citizens following a conflict with the United States, according to an official statement released by the country's Foreign Minister. The statement, released on Sunday night, stated that the country has ""overcome the impasse"" with the United States.",https://ground.news/interest/orinoco-tribune
Orinoco Tribune,Far Left,Trump's Special Envoy Meets President Maduro in Caracas (+US Prisoners Released),"Caracas (OrinocoTribune.com)—On Friday afternoon, Richard Grenell, US President Donald Trump’s special presidential envoy for special missions, landed at the Simón Bolívar International Airport, Caracas, flying from Washington DC aboard a US Air Force Boeing C-40B. Grenell met Venezuelan President Nicolás Maduro at Office No.1 of Miraflores Palace, seat of the Venezuelan presidency. President Maduro was accompanied by First Lady and Deputy Cilia Flores. President Maduro announced the release of 13 US prisoners held in Venezuelan prisons.",https://ground.news/interest/orinoco-tribune
teleSUR,Far Left,Stampede at Indian railway station causes 18 deaths,"At least 18 people died on Saturday after a stampede occurred at the main train station in New Delhi, India. The stampede was caused by a sudden human stampede following the delay of two trains heading to a religious festival.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"Panama to Audit China-Panama Deal, Lean Towards US","In a high-profile meeting this Sunday, Panamanian President José Raúl Mulino and US Secretary of State Marco Rubio addressed relevant issues such as migration, the Chinese presence in the Panama Canal and the reorientation of trade alliances. Mulino confirmed that he offered the United States the use of an air base in Darién—a border region with Colombia and epicenter of migration flow—to facilitate the repatriation of migrants intercepted in U.… 1 year ago",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"","",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,TikTok Restores Service in U.S. After Trump Promises,"TikTok, the popular social media platform, has resumed its service in the U.S. following a court order that temporarily halted its operations. President Donald Trump, who will take office for a second term tomorrow, has pledged to lift the federal ban on TikTok's service, allowing the platform to resume its operations in the country. The president's decision comes after a long legal battle that saw TikTok's parent company, ByteDance, based in China, seek a suitable buyer before the ban was lifted.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Air crash in the U.S. kills several people,"Police sources revealed that so far the lifeguards have recovered at least 18 bodies. The air crash recorded Wednesday night in Washington, D.C., the capital of the United States, has left an unspecified number of fatalities, according to reports from police sources to local media. Authorities indicated that the air mishap occurred over the Potomac River at … 1 year ago",https://ground.news/interest/telesurtvnet
Palmer Report,Far Left,Donald Trump’s criminal trial sentencing is happening after all,"... 1 year ago · Los Angeles, United States",https://ground.news/interest/palmer-report
Wonkette,Far Left,"Kash Patel, America's Most Pathetic Liar, Gets Confirmation Hearing","Today marks the confirmation hearing for Kash Patel, a nominee who is widely regarded as the least qualified for the position of FBI director. Despite Chris Wray's strong performance, President Trump has decided to cut Wray's 10-year term short and replace him with Kash Patel, a man who is desperate for approval and attention. Some of … 1 year ago · United States",https://ground.news/interest/wonkette
teleSUR,Far Left,"","",https://ground.news/interest/telesurtvnet
Jacobin,Far Left,Eric Adams vs. the Rule of Law,"Even in a mayoralty marked by attacks on public services, scapegoating of migrants, and rising housing costs, New York City Mayor Eric Adams' pandering to Donald Trump to avoid federal corruption charges is particularly brazen. New York City Mayor Eric Adams addresses reporters during a press conference at City Hall in Lower Manhattan on February 24, 2025. (James Carbone / Newsday RM via Getty Images) The Trump administration's actions against Adams are seen as a challenge to the rule of law.",https://ground.news/interest/jacobincom
teleSUR,Far Left,Pope Francis' health remains stable despite minor kidney failure,"Pope Francis, who has been hospitalized since February 14 at Gemelli Policlinic Hospital in Rome, continues to receive oxygen and blood transfusions. His kidney function has improved, and he has been able to attend Mass today.",https://ground.news/interest/telesurtvnet
World Socialist Web Site,Far Left,Trump Calls for Ethnic Cleansing in Gaza,"On Saturday, US President Donald Trump called for Israel to ""clean"" Gaza of its Arab inhabitants, in an open call for the ethnic cleansing of Palestine. 1 year ago · United States",https://ground.news/interest/world-socialist-web-site
teleSUR,Far Left,"","",https://ground.news/interest/telesurtvnet
Crooks and Liars,Far Left,Elon Musk Calls For Germany To 'Move Beyond' Nazi Guilt,"""There is too much focus on past guilt, and we need to move beyond that,"" Musk told a rally for the far-right Alternative for Germany (AfD).",https://ground.news/interest/crooksandliarscom
Jacobin,Far Left,"","",https://ground.news/interest/jacobincom
teleSUR,Far Left,Pope Francis Critical Condition After Respiratory Crisis,"Pope Francis remains conscious and has spent the day in an armchair, although with more discomfort than those suffered on Friday. The Vatican Press Office reported that Pope Francis remains in critical condition after experiencing a respiratory crisis this Saturday.",https://ground.news/interest/telesurtvnet
Crooks and Liars,Far Left,Trump's Davos Lies: Fact Check by CNN's Daniel Dale,"CNN's Daniel Dale fact checks the numerous falsehoods uttered by President Trump during his speech at the World Economic Forum in Davos, Switzerland. 1 year ago · United States",https://ground.news/interest/crooksandliarscom
Crooks and Liars,Far Left,Trump Turns White House Meeting With Zelenskyy Into A Sh*tshow,This was incredible. It's as if Donald gave Putin a blowie in public. 1 year ago · United States,https://ground.news/interest/crooksandliarscom
Crooks and Liars,Far Left,Mark Zuckerberg's Love For Misinformation,"Mark Zuckerberg has been caught up in a web of misinformation, with his love for right-wing agitators being a major concern. 1 year ago · United States",https://ground.news/interest/crooksandliarscom
teleSUR,Far Left,"","",https://ground.news/interest/telesurtvnet
Crooks and Liars,Far Left,"Bird Flu Mutates Again In Cows, But It's All Going To Be Fine!","With our newly staffed CDC and Bob Kennedy at the helm of national health, we have nothing at all to worry about. Ha ha, just kidding, we should be terrified! 1 year ago · United States",https://ground.news/interest/crooksandliarscom
Crooks and Liars,Far Left,Trump Turns White House Meeting With Zelenskyy Into A Sh*tshow,This was incredible. It's as if Donald gave Putin a blowie in public. 1 year ago · United States,https://ground.news/interest/crooksandliarscom
Crooks and Liars,Far Left,Trump Complains: Harder To Deal With Ukraine As Russia Pummels Them With Bombs,"Trump complains about the difficulty of dealing with Ukraine as Russia bombards them with attacks. Despite Russia's relentless assault on Ukraine, Trump remains confident in his ability to negotiate a peace treaty with Putin, despite the ongoing conflict. ""President Putin is bombing Ukraine. Do you still believe him when he tells you that he wants peace?"" a reporter asked. ""Yeah, no, I believe him. I think we're doing very well with Russia,"" Trump replied. ""But right … 1 year ago · United States",https://ground.news/interest/crooksandliarscom
teleSUR,Far Left,Viña del Mar Festival Suspends Due to Massive Blackout in Chile · Global Voices,"The festival has been postponed to Saturday, March 1, 2025, due to a massive blackout that has left over 99% of the country without electricity. This structural fragility in Chile's electricity sector has led to the cancellation of the festival's activities on Tuesday.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Stampede at Indian railway station causes 18 deaths,"A stampede at India's main train station in New Delhi on Saturday resulted in the deaths of at least 18 people, according to local media. The incident occurred around 20:00 local time, with the stampede triggered by a sudden delay in two trains heading to a religious festival.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,South Korean Prosecutor's Office Accuses Deposed President of Insurgency After Declaring Martial Law,"South Korea's former deposed president, Yoon Suk-yeol, was formally charged on Sunday for the crime of insurrection, following his controversial decision to declare martial law on December 3.",https://ground.news/interest/telesurtvnet
World Socialist Web Site,Far Left,"Trump's ""Reciprocal Tariffs"" Threaten Global Economic Stability","The US president's new tariffs on imported goods could lead to a global economic war, as the move goes beyond the initial flat tariff on all nations and threatens to dismantle the existing global trading system.",https://ground.news/interest/world-socialist-web-site
teleSUR,Far Left,"Russia liberates four towns in Kursk region, advances in Ukraine","Russia has freed four towns in the Kursk region, including Viktorovka, Nikoláevka, and Stáraya Sorochina, from Ukrainian forces. The offensive actions of the North group of troops have led to the defeat of 14 Ukrainian brigades in 13 border towns as part of the special military operation in Ukraine.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"","",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Violence Persists in Gaza Despite Ceasefire: Palestinian Civilians Suffer Attacks and Displacements,"These acts of violence represent a clear violation of the ceasefire agreement that entered into force on 19 January. In an escalation of violence that continues to defy the ceasefire agreements, Israeli forces have perpetrated a series of attacks against Palestinian civilians in the Gaza Strip. A recent incident reported by the WAFA agency details how an individual was shot, while he was with a group of people near Wadi Gaza, on the Al-Rashid coast.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,60 bodies recovered in a clandestine mine in South Africa,"According to Communities Affected by the United Mining in Action (MACUA), more than 100 illegal miners are believed to have died in the gold mine in the town of Stilfontein. South African police reported that, since last Monday, a total of 60 bodies have been raised to the surface in an operation to rescue hundreds of irregular miners trapped for more than two months underground in the town of Stilfontein in north-eastern South Africa.",https://ground.news/interest/telesurtvnet
telesurtv.net,Far Left,"Air crash in Toronto, Canada, leaves 19 injured","A Delta Airlines plane overturned upon landing at Pearson Airport in Toronto, Canada, impacting its roof and causing 19 injured, three of them in critical condition.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,New air crash in the United States leaves at least six dead,At least six Mexican citizens died on Friday when a medical plane crashed in the city of Philadelphia in the east of the United States.,https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Presidents of Russia and Iran Meet in Moscow to Deepen Bilateral Cooperation,"Vladimir Putin and Masud Pezeshkian will sign a new basic interstate treaty on global strategic partnership. Russia's presidents, Vladimir Putin, and Iran, Masud Pezeshkian, met this Friday in the Russian capital, Moscow with the intention of promoting bilateral cooperation in a comprehensive manner and signing a new interstate treaty of global strategic partnership that will define collaboration in various areas over the next 20 years and allow for future cooperation.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Hostage relatives demand Netanyahu move to second phase in agreement with Hamas,"The relatives of the Israeli hostages shared a statement on Sunday night demanding the immediate commencement of the second phase of the agreement with the Palestinian resistance, before any return to war in Gaza. While the Israelis do not ask Netanyahu to complete his bombings in the Gaza Strip and his attacks in the occupied West Bank, they have demanded that the Israeli Prime Minister move on to the second phase of the agreement with Hamas and other Palestinian factions.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"Uncontrolled Forest Fire Spreads in California, U.S.A.","About half a million public service users are exposed to electricity disruption. Firefighters are working to control a forest fire that spreads rapidly on the slopes of the U.S. city of Los Angeles with homes of famous personalities, while an intense windstorm besieged Southern California on Tuesday. READ ALSO: The U.S. government approves million-dollar arms sales to Israel",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Fourth Group of Palestinians Released as Part of Ceasefire,"In a move to ease tensions, Israel released 183 Palestinian citizens as part of a prisoner exchange. The release comes after the release of three Israeli hostages by Hamas, who were held captive for several days. The Palestinian Prisoners’ Press Office confirmed that 183 Palestinians were being held in Israeli occupation prisons and were released in exchange for 583 Palestinians, including many women and minors.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Hamas Delivers 3 Israeli Hostages in Fifth Exchange of Truce · Global Voices,"Hamas handed over three Israeli hostages to a Red Cross delegation on Saturday, as part of the fifth exchange of the truce it has with the Israeli occupier in the Gaza Strip. The Palestinian Islamic resistance movement handed over three Israeli hostages to a Red Cross delegation on Saturday, as part of the fifth exchange of the truce it has with the Israeli occupier in the Gaza Strip. READ ALSO: Hezbollah condemns Trump's moves to evict Gaza",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Confrontations in the Congo leave at least 773 dead and thousands injured,"Violence in the Democratic Republic of the Congo has left thousands dead and displaced, fleeing clashes between government forces and M23 insurgents. At least 773 people were killed and 2,880 injured in eastern Democratic Republic of the Congo due to clashes between government forces and the 23 March Movement (M23) insurgents, a group supported by Rwanda.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"","",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Trump Presses for Immediate Negotiations in Ukraine and Dialogue with Putin · Global Voices,"Trump ordered his team to organize urgent meetings to start negotiations to end the war in Ukraine, highlighting the human cost of the conflict and revealing a ""concrete plan"" to stop the hostilities. The move coincides with the next meeting of Vice President JD Vance with Vladimir Zelenski, at the Munich Security Conference.",https://ground.news/interest/telesurtvnet
telesurtv.net,Far Left,South Korea's Deposed President Arrested for Declaring Martial Law · Global Voices,"Yoon Suk-yeol was arrested on Wednesday, after the dismissed president will agree to appear before the anti-corruption office investigating him for the failed declaration of martial law in South Korea.",https://ground.news/interest/telesurtvnet
Jacobin,Far Left,Biden's Bleak Presidency Was Always Going to End in Trump,"Joe Biden's presidency has been marked by empty gestures and moral failures, leading to a reinvigorated Donald Trump with a popular mandate and a drive for retribution.",https://ground.news/interest/jacobincom
telesurtv.net,Far Left,"Trump, Zelenski: U.S. Policy on Russia and Ukraine in Disarray","U.S. President Donald Trump and Ukrainian President Vladimir Zelenski have clashed over the U.S. stance on Russia and Ukraine, revealing a discrepancy between the two leaders. The tension comes as the U.S. and Russia are at odds over Ukraine, with the U.S. accusing Russia of supporting separatists in Ukraine.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"","",https://ground.news/interest/telesurtvnet
Crooks and Liars,Far Left,Mark Zuckerberg's Love For Misinformation Is A Threat To Democracy,The Facebook CEO's support for right-wing extremists poses a significant risk to the integrity of the democratic process.,https://ground.news/interest/crooksandliarscom
teleSUR,Far Left,Trump Presses for Immediate Negotiations in Ukraine and Dialogue with Putin · Global Voices,"Trump has ordered his team to organize urgent meetings to start negotiations to end the war in Ukraine, highlighting the human cost of the conflict and revealing a ""concrete plan"" to stop the hostilities. The move coincides with the next meeting of Vice President JD Vance with Vladimir Zelenski, at the Munich Security Conference.",https://ground.news/interest/telesurtvnet
Orinoco Tribune,Far Left,Israel: 90 Palestinian Abductees Freed in First Exchange of Gaza Ceasefire Deal,"Israel has released ninety Palestinian abductees as part of the first phase of a Gaza ceasefire deal with the Hamas resistance movement. All the Palestinian abductees were freed from Ofer Prison in the occupied West Bank on Monday, the Israel Prison Service said on Monday. They were carried by buses to the West Bank town of Beitunia and the city of Ramallah. Hundreds of Palestinians hit the streets of Beitunia and Ramallah in jubilation, waving Palestinian flags and chanting slogans.",https://ground.news/interest/orinoco-tribune
telesurtv.net,Far Left,Trump-Zelenski: A Battle of Interests,"Trump and Zelenski have shown a disconnect between their countries' interests, with Zelenski opposing the U.S. stance that Moscow and Washington are close allies, putting Ukraine at a disadvantage. On a day of scandal and conflict, Trump and Zelenski made clear the inconsistency of U.S. policy and the discrepancy between the two leaders.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Trump Announces Mega-Project for Large-scale AI Development,"The United States revealed the Stargate Project, an unprecedented initiative to develop artificial intelligence infrastructure. The megaproject is backed by technological giants such as Microsoft, NVIDIA, OpenAI and SoftBank. It will require critical minerals and energy available on a massive scale. The United States announced one of the most ambitious technological projects in modern history: Stargate, an initiative that promises to transform technology and society. 1 year ago",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,U.S. Reports First Death from Avian Influenza,"The patient was exposed to ""a combination of back yard birds that were not intended for consumption and wild birds."" Avian influenza has begun to wreak havoc, with confirmation of the death of the first person due to that disease in Louisiana, reported Monday by the U.S. Department of Health. READ ALSO: The U.S. government approves million-dollar arms sales to Israel",https://ground.news/interest/telesurtvnet
Crooks and Liars,Far Left,Elon Musk Calls For Germany To 'Move Beyond' Nazi Guilt,"""There is too much focus on past guilt, and we need to move beyond that,"" Musk told a rally for the far-right Alternative for Germany (AfD). 1 year ago · United States",https://ground.news/interest/crooksandliarscom
Jacobin,Far Left,"US Had Power to Force Cease-Fire in Gaza, Refused to Use It","After 15 months of bloodshed, news has emerged of a cease-fire deal in Gaza. The US always had the power to restrain Israel but refused to use it. A smoke plume rises from explosions above destroyed buildings in the northern Gaza Strip on January 13, 2025. (Menahem Kahana / AFP via Getty Images) Just hours ago, news emerged of a cease-fire deal between Israel and Hamas. The announcement was preceded by a post from incoming president Donald Trump. 1 year ago",https://ground.news/interest/jacobincom
World Socialist Web Site,Far Left,Trump Promises Davos Oligarchs Lowest Corporate Tax Rate of Any Nation on Earth,"At the World Economic Forum, US President Trump appeared Thursday and promised to slash the US corporate tax rate, gut environmental protections, and slash social spending.",https://ground.news/interest/world-socialist-web-site
teleSUR,Far Left,Trump lifts veto for supply of heavy bombs to Israel,"Last May, Washington interrupted the distribution to the Zionist entity of nearly 1,000 kilograms of bombs. Donald Trump, the president of the United States, confirmed this Saturday that he ordered the lifting of the veto imposed by the last administration to send 2,000 pounds air bombs (about 907 kilograms) to Israel. Today we lifted the ban that weighed on them.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,South Korean court sets first hearing to try Yoon Suk-yeol for ordering martial law,"The case has generated intense debate in South Korea, bearing in mind that the law provides that leaders accused of insurrection may be punished with life imprisonment or even with the death penalty, although the latter has not been applied for 40 years. South Korea’s Constitutional Court announced that the first oral hearing of the political trial against President Yoon Suk-yeol will be held on 14 January, in the framework of a process that sees the trial begin with the first hearing.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"","",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Israel Releases Third Group of Palestinians as Ceasefire Talks Continue,"Despite delays and threats, 110 kidnapped Palestinians were released as part of the ceasefire agreement between the Palestinian resistance and the Zionist government. Two buses carrying Palestinian captives arrived in Beitunia, near Ramallah, surrounded by thousands of relatives who received them in tears, songs, and prayers, as well as with tokens of gratitude to the Palestinian resistance.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Pope Francis' health remains stable despite respiratory crisis,"Pope Francis, hospitalized since February 14 at Gemelli Policlinic Hospital in Rome, continues to receive oxygen and blood transfusions. His kidney function has improved, and he attended Mass today.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Shooter kills 12 people in Montenegro,"Montenegrin authorities reported on Thursday the death of 12 people in the city of Cetinje, to the south, after several gun attacks by a shooter who ended up killing himself, and anticipated that three days of mourning will be decreed for the tragedy. READ ALSO: Shooting in Queens, USA, leaves several injured The events occurred during the night of Wednesday, when the shooter - identified as Aco Martinovic by the RTCG public television network- carried out the attacks. 1 year ago",https://ground.news/interest/telesurtvnet
Crooks and Liars,Far Left,Trump Is Officially a Convicted Felon,"Trump was officially convicted on Friday, although he will not suffer any punishment at all - except the scorn of being a felon 1 year ago · United States",https://ground.news/interest/crooksandliarscom
