headline,summary,bias,predicted_bias
Robbers use drill to steal $52m of cash and jewellery from German bank,"According to police, the robbers drilled their way into the underground vault room of the savings bank from a parking garage. 2 months ago · Australia",Lean Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Robbers use drill to steal $52m of cash and jewellery from German bank
            ARTICLE SUMMARY: According to police, the robbers drilled their way into the underground vault room of the savings bank from a parking garage. 2 months ago · Australia

            Output ONLY the numeric bias score.
          
assistant-1.0"
Final Jeffrey Epstein Files cache released by DOJ: read in full,"The disclosures are made under the Epstein Files Transparency Act, legislation passed after of public and political pressure.",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Final Jeffrey Epstein Files cache released by DOJ: read in full
            ARTICLE SUMMARY: The disclosures are made under the Epstein Files Transparency Act, legislation passed after of public and political pressure.

            Output ONLY the numeric bias score.
          
assistant-1.0"
Keir Starmer and EU launch new assault on free speech as Elon Musk mocks censorship bid,"The EU has sparked uproar for fears of an assault on free speech when after announcing an investigation into X and Grok.Despite the outcry, the EU ploughed on, saying not only would it be investigating grok, but also the algorithm. WATCH ABOVE. Our Standards: The GB News Editorial Charter",Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Keir Starmer and EU launch new assault on free speech as Elon Musk mocks censorship bid
            ARTICLE SUMMARY: The EU has sparked uproar for fears of an assault on free speech when after announcing an investigation into X and Grok.Despite the outcry, the EU ploughed on, saying not only would it be investigating grok, but also the algorithm. WATCH ABOVE. Our Standards: The GB News Editorial Charter

            Output ONLY the numeric bias score.
          
assistant+2.0"
Justice Dept brings federal charge against man accused of attack on congresswoman,The Justice Department has charged a man accused of approaching Representative Ilhan Omar at a Minneapolis town hall this week and spraying her with a liquid...,Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Justice Dept brings federal charge against man accused of attack on congresswoman
            ARTICLE SUMMARY: The Justice Department has charged a man accused of approaching Representative Ilhan Omar at a Minneapolis town hall this week and spraying her with a liquid...

            Output ONLY the numeric bias score.
          
assistant0.0"
"Trump Sues His Own Administration, Seeks $10 Billion",US President Donald Trump sues the US Treasury Department and the Internal Revenue Service for $10 billion,Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Trump Sues His Own Administration, Seeks $10 Billion
            ARTICLE SUMMARY: US President Donald Trump sues the US Treasury Department and the Internal Revenue Service for $10 billion

            Output ONLY the numeric bias score.
          
assistant-1.0"
Sat for Two Hours with Trump – Can Hang Loose,"After task force leader Greg Bovino was forced to leave his role as task force leader in Minnesota, reports are coming that Secretary Kristi Noem could be next in line. “I wouldn’t be surprised if she resigns or is replaced,” says US expert Jacob Gunderson.",Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Sat for Two Hours with Trump – Can Hang Loose
            ARTICLE SUMMARY: After task force leader Greg Bovino was forced to leave his role as task force leader in Minnesota, reports are coming that Secretary Kristi Noem could be next in line. “I wouldn’t be surprised if she resigns or is replaced,” says US expert Jacob Gunderson.

            Output ONLY the numeric bias score.
          
assistant-1.0"
New Research Debunks Trump and RFK Jr.'s Claims Linking Tylenol to Autism,It's the latest research to find no clear link between maternal acetaminophen use and a higher autism risk.,Lean Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: New Research Debunks Trump and RFK Jr.'s Claims Linking Tylenol to Autism
            ARTICLE SUMMARY: It's the latest research to find no clear link between maternal acetaminophen use and a higher autism risk.

            Output ONLY the numeric bias score.
          
assistant-1.0"
Minnesota Judge Orders Ice Chief to Appear,Minnesota judge said that Trump Administration has failed to comply with detention migrant hearings and order the head of ICE to appear.,Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Minnesota Judge Orders Ice Chief to Appear
            ARTICLE SUMMARY: Minnesota judge said that Trump Administration has failed to comply with detention migrant hearings and order the head of ICE to appear.

            Output ONLY the numeric bias score.
          
assistant0.0"
"Kevin Warsh: What Trump's Fed Chair pick has said about inflation, interest rates and Jerome Powell",President Donald Trump on Friday confirmed that he is nominating Kevin Warsh to be the next chair of the Federal Reserve,Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Kevin Warsh: What Trump's Fed Chair pick has said about inflation, interest rates and Jerome Powell
            ARTICLE SUMMARY: President Donald Trump on Friday confirmed that he is nominating Kevin Warsh to be the next chair of the Federal Reserve

            Output ONLY the numeric bias score.
          
assistant0.0"
Premiere of Melania Documentary,"Premiere for Melania documentary The film ""Melania"" has cost Amazon MGM Studios a staggering $75 million to make. Amazon CEO Jeff Bezos is himself a major supporter who, among other things, helped finance Trump's inauguration as president. Melania and Donald Trump were present at the premiere at the Kennedy Center in Washington on Thursday evening. The film will then be shown in 1,500 cinemas in the US and elsewhere in the world. Empty cinemas …",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Premiere of Melania Documentary
            ARTICLE SUMMARY: Premiere for Melania documentary The film ""Melania"" has cost Amazon MGM Studios a staggering $75 million to make. Amazon CEO Jeff Bezos is himself a major supporter who, among other things, helped finance Trump's inauguration as president. Melania and Donald Trump were present at the premiere at the Kennedy Center in Washington on Thursday evening. The film will then be shown in 1,500 cinemas in the US and elsewhere in the world. Empty cinemas …

            Output ONLY the numeric bias score.
          
assistant-1.0"
American Academy of Pediatrics releases updated children's vaccination recommendations,"“The science hasn’t changed,” said Dr. Claudia Hoyen, a pediatric infectious disease specialist. “We will continue to follow the science.”",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: American Academy of Pediatrics releases updated children's vaccination recommendations
            ARTICLE SUMMARY: “The science hasn’t changed,” said Dr. Claudia Hoyen, a pediatric infectious disease specialist. “We will continue to follow the science.”

            Output ONLY the numeric bias score.
          
assistant0.0"
"Machado gifts Nobel to Trump as White House spotlights meeting, but holds line","María Corina Machado walked into the Oval Office carrying her Nobel Peace Prize and walked out with a photo, a presidential post, and still no public endorsement. The gesture was extraordinary, but the result was familiar. President Donald Trump confirmed Thursday that Machado presented him with her Nobel Peace Prize medal during their White House meeting. He called it a “great honor” and praised the Venezuelan opposition leader as a “wonderful … 1 month ago",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Machado gifts Nobel to Trump as White House spotlights meeting, but holds line
            ARTICLE SUMMARY: María Corina Machado walked into the Oval Office carrying her Nobel Peace Prize and walked out with a photo, a presidential post, and still no public endorsement. The gesture was extraordinary, but the result was familiar. President Donald Trump confirmed Thursday that Machado presented him with her Nobel Peace Prize medal during their White House meeting. He called it a “great honor” and praised the Venezuelan opposition leader as a “wonderful … 1 month ago

            Output ONLY the numeric bias score.
          
assistant+2.0"
Venezuelan opposition leader 'presented' Trump with her Nobel Peace Prize,"Venezuelan opposition leader María Corina Machado revealed that she ""presented"" President Donald Trump with the Nobel Peace Prize she won ""for her tireless work promoting democratic rights for the people of Venezuela.""Before her Thursday meeting, the U.S. president said it would be an ""honor"" to sh... 1 month ago · United States",Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Venezuelan opposition leader 'presented' Trump with her Nobel Peace Prize
            ARTICLE SUMMARY: Venezuelan opposition leader María Corina Machado revealed that she ""presented"" President Donald Trump with the Nobel Peace Prize she won ""for her tireless work promoting democratic rights for the people of Venezuela.""Before her Thursday meeting, the U.S. president said it would be an ""honor"" to sh... 1 month ago · United States

            Output ONLY the numeric bias score.
          
assistant-1.0"
Donald Trump Thanks Maria Corina Machado for Delivering His Nobel Peace Prize Medal,"Venezuelan opposition leader María Corina Machado presented her Nobel Peace medal to US President Donald Trump on Thursday, who was looking forward to winning the award last year, and who called the gesture “wonderful.” 1 month ago",Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Donald Trump Thanks Maria Corina Machado for Delivering His Nobel Peace Prize Medal
            ARTICLE SUMMARY: Venezuelan opposition leader María Corina Machado presented her Nobel Peace medal to US President Donald Trump on Thursday, who was looking forward to winning the award last year, and who called the gesture “wonderful.” 1 month ago

            Output ONLY the numeric bias score.
          
assistant+2.0"
"JUST IN: Trump Says Tim Walz Called Him Ahead of Tom Homan's Visit to Minneapolis - ""It was a Very Good Call, and We, Actually, Seemed to be on a Similar Wavelength""","(Official White House Photo by Joyce N. Boghosian) President Trump on Monday announced that he spoke to Minnesota Governor Tim Walz and that he is finally going to comply with federal authorities to apprehend criminal illegal aliens in the state of Minnesota.  Hours after announcing that Tom Homan will travel to Minnesota tonight, Trump said Walz called him. “It was a very good call, and we, actually, seemed to be on a similar wavelength,” Trump…",Far Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: JUST IN: Trump Says Tim Walz Called Him Ahead of Tom Homan's Visit to Minneapolis - ""It was a Very Good Call, and We, Actually, Seemed to be on a Similar Wavelength""
            ARTICLE SUMMARY: (Official White House Photo by Joyce N. Boghosian) President Trump on Monday announced that he spoke to Minnesota Governor Tim Walz and that he is finally going to comply with federal authorities to apprehend criminal illegal aliens in the state of Minnesota.  Hours after announcing that Tom Homan will travel to Minnesota tonight, Trump said Walz called him. “It was a very good call, and we, actually, seemed to be on a similar wavelength,” Trump…

            Output ONLY the numeric bias score.
          
assistant+2.0"
"Trump sues IRS and Treasury for $10 billion, accusing agencies of letting his tax returns leak","President Trump is suing the Internal Revenue Service and Treasury Department for at least $10 billion, claiming the agencies unlawfully allowed an IRS contractor to leak his tax returns and those of his sons and company.",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Trump sues IRS and Treasury for $10 billion, accusing agencies of letting his tax returns leak
            ARTICLE SUMMARY: President Trump is suing the Internal Revenue Service and Treasury Department for at least $10 billion, claiming the agencies unlawfully allowed an IRS contractor to leak his tax returns and those of his sons and company.

            Output ONLY the numeric bias score.
          
assistant0.0"
Democrats block government funding package in Senate as negotiations continue to avert shutdown,This comes as Democrats have threatened a partial government shutdown when money runs out on Friday,Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Democrats block government funding package in Senate as negotiations continue to avert shutdown
            ARTICLE SUMMARY: This comes as Democrats have threatened a partial government shutdown when money runs out on Friday

            Output ONLY the numeric bias score.
          
assistant0.0"
Trump and Sons Demand $10 Billion From Irs over Leaked Tax Returns,"US President Donald Trump and his sons, Eric and Donald Jr., are demanding $10 billion (approximately €8.4 billion) from the Internal Revenue Service and the Treasury Department. They claim the Department of Revenue and Customs did too little to stop the leak of their tax returns. The returns were leaked to publications including The New York Times between 2018 and 2020 by an employee of a cybersecurity firm hired by the IRS. In the run-up to an…",Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Trump and Sons Demand $10 Billion From Irs over Leaked Tax Returns
            ARTICLE SUMMARY: US President Donald Trump and his sons, Eric and Donald Jr., are demanding $10 billion (approximately €8.4 billion) from the Internal Revenue Service and the Treasury Department. They claim the Department of Revenue and Customs did too little to stop the leak of their tax returns. The returns were leaked to publications including The New York Times between 2018 and 2020 by an employee of a cybersecurity firm hired by the IRS. In the run-up to an…

            Output ONLY the numeric bias score.
          
assistant+2.0"
Transvestite Also Behind the Mass Shooting in the Ice Rink,"Three people were killed and three others were injured in the shooting in Pawtucket. Robert ""Roberta"" Dorgan, 56, has been identified.",Far Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Transvestite Also Behind the Mass Shooting in the Ice Rink
            ARTICLE SUMMARY: Three people were killed and three others were injured in the shooting in Pawtucket. Robert ""Roberta"" Dorgan, 56, has been identified.

            Output ONLY the numeric bias score.
          
assistant0.0"
"Seattle mayor announces plan to block ICE activity, use police to verify federal agent IDs","Under the plan, the mayor will issue an executive order prohibiting civil federal immigration authorities from using city-owned and city-controlled properties.",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Seattle mayor announces plan to block ICE activity, use police to verify federal agent IDs
            ARTICLE SUMMARY: Under the plan, the mayor will issue an executive order prohibiting civil federal immigration authorities from using city-owned and city-controlled properties.

            Output ONLY the numeric bias score.
          
assistant-1.0"
US Senate minority leader pushes swift Senate action to 'rein in' immigration agents,"'The clock is ticking. The nation is waiting, and the abuses of ICE must come to an end,' Chuck Schumer says - Anadolu Ajansı",Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: US Senate minority leader pushes swift Senate action to 'rein in' immigration agents
            ARTICLE SUMMARY: 'The clock is ticking. The nation is waiting, and the abuses of ICE must come to an end,' Chuck Schumer says - Anadolu Ajansı

            Output ONLY the numeric bias score.
          
assistant-1.0"
Gregory Bovino relieved as Border Patrol commander-at-large,Border czar Tom Homan is heading to Minneapolis and will meet with Minneapolis Mayor Jacob Frey on Tuesday.,Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Gregory Bovino relieved as Border Patrol commander-at-large
            ARTICLE SUMMARY: Border czar Tom Homan is heading to Minneapolis and will meet with Minneapolis Mayor Jacob Frey on Tuesday.

            Output ONLY the numeric bias score.
          
assistant0.0"
Bulgaria Joins the Eurozone: A New Era in Currency,"Bulgaria Joins the Eurozone: A New Era in Currency Bulgaria is set to embrace a new financial era as it officially adopts the euro on January 1, 2026, marking its entry as the 21st member of the eurozone. This significant milestone occurs exactly 19 years after Bulgaria's accession to the European Union.In the transition phase through January, Bulgarians can use both the lev and the euro for payments. Retailers must provide change in one currenc… 2 months ago · India",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Bulgaria Joins the Eurozone: A New Era in Currency
            ARTICLE SUMMARY: Bulgaria Joins the Eurozone: A New Era in Currency Bulgaria is set to embrace a new financial era as it officially adopts the euro on January 1, 2026, marking its entry as the 21st member of the eurozone. This significant milestone occurs exactly 19 years after Bulgaria's accession to the European Union.In the transition phase through January, Bulgarians can use both the lev and the euro for payments. Retailers must provide change in one currenc… 2 months ago · India

            Output ONLY the numeric bias score.
          
assistant0.0"
US agents involved in latest Minneapolis shooting put on leave: reports,Immigration agents had fired multiple shots at an ICU nurse at a hospital for veterans.,Lean Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: US agents involved in latest Minneapolis shooting put on leave: reports
            ARTICLE SUMMARY: Immigration agents had fired multiple shots at an ICU nurse at a hospital for veterans.

            Output ONLY the numeric bias score.
          
assistant-1.0"
President Trump's Cabinet Members Show Up For 'Melania' Premiere,"When President Trump invites his underlings to a social event, they show up ... look no further than the premiere of Amazon's new Melania Trump documentary.",Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: President Trump's Cabinet Members Show Up For 'Melania' Premiere
            ARTICLE SUMMARY: When President Trump invites his underlings to a social event, they show up ... look no further than the premiere of Amazon's new Melania Trump documentary.

            Output ONLY the numeric bias score.
          
assistant-1.0"
Venezuelan Opposition Leader Machado Presents Genuine Nobel Peace Prize to Trump.,"(Washington = Yonhap News) Correspondent Park Seong-min = Venezuelan opposition leader Maria Corina Machado, winner of the Nobel Peace Prize last year, bowed her head to the award on the 15th (local time). 1 month ago · Korea, Republic of",Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Venezuelan Opposition Leader Machado Presents Genuine Nobel Peace Prize to Trump.
            ARTICLE SUMMARY: (Washington = Yonhap News) Correspondent Park Seong-min = Venezuelan opposition leader Maria Corina Machado, winner of the Nobel Peace Prize last year, bowed her head to the award on the 15th (local time). 1 month ago · Korea, Republic of

            Output ONLY the numeric bias score.
          
assistant-1.0"
Trump Is Considering Imposing New Tariffs on Countries that Oppose His Plans to Annex Greenland.,"By Kevin Liptak, CNN - President Donald Trump declared Friday that he is considering imposing new tariffs on countries that oppose his plan to annex Greenland. “I could put tariffs on countries if they don’t agree with the Greenland thing, because we need Greenland, we need it for national security. So I could do it,” Trump said during a White House health care event. The president made the statement while recounting how he has used tariffs to c… 1 month ago · Panama City, United States",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Trump Is Considering Imposing New Tariffs on Countries that Oppose His Plans to Annex Greenland.
            ARTICLE SUMMARY: By Kevin Liptak, CNN - President Donald Trump declared Friday that he is considering imposing new tariffs on countries that oppose his plan to annex Greenland. “I could put tariffs on countries if they don’t agree with the Greenland thing, because we need Greenland, we need it for national security. So I could do it,” Trump said during a White House health care event. The president made the statement while recounting how he has used tariffs to c… 1 month ago · Panama City, United States

            Output ONLY the numeric bias score.
          
assistant0.0"
"Meeting of Trump and Machado, Live the Opposition Leader, After Meeting with Trump: ""We Have Him for Venezuela's Freedom""","The meeting between the President of the United States, Donald Trump, and the Venezuelan opposition leader and Nobel Peace Prize winner, María Corina Machado, concluded this Thursday after more than two hours of meeting. ""We have President Trump for Venezuela's freedom,"" Machado said on his way out of the White House. Trump and Machado have shared a lunch in camera, without access to the press, and later the opposition leader has moved to the U.… 1 month ago · Madrid, Spain",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Meeting of Trump and Machado, Live the Opposition Leader, After Meeting with Trump: ""We Have Him for Venezuela's Freedom""
            ARTICLE SUMMARY: The meeting between the President of the United States, Donald Trump, and the Venezuelan opposition leader and Nobel Peace Prize winner, María Corina Machado, concluded this Thursday after more than two hours of meeting. ""We have President Trump for Venezuela's freedom,"" Machado said on his way out of the White House. Trump and Machado have shared a lunch in camera, without access to the press, and later the opposition leader has moved to the U.… 1 month ago · Madrid, Spain

            Output ONLY the numeric bias score.
          
assistant0.0"
Georgia city warns against drinking tap water after Atlanta airport fuel spill,A town south of Atlanta has advised its residents not to drink their tap water after a fuel spill at Atlanta’s airport may have contaminated the Flint River.,Lean Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Georgia city warns against drinking tap water after Atlanta airport fuel spill
            ARTICLE SUMMARY: A town south of Atlanta has advised its residents not to drink their tap water after a fuel spill at Atlanta’s airport may have contaminated the Flint River.

            Output ONLY the numeric bias score.
          
assistant-1.0"
France: Emmanuel Macron Wants to Ban Social Media for Under 15-Year-Olds,"Model Australia: According to media reports, the French president plans a complete ban on social media for teenagers under the age of 15. Thus, the use of mobile phones in schools is also to become more restrictive. 2 months ago · Germany",Lean Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: France: Emmanuel Macron Wants to Ban Social Media for Under 15-Year-Olds
            ARTICLE SUMMARY: Model Australia: According to media reports, the French president plans a complete ban on social media for teenagers under the age of 15. Thus, the use of mobile phones in schools is also to become more restrictive. 2 months ago · Germany

            Output ONLY the numeric bias score.
          
assistant0.0"
France: Ban on Social Media for Children Under 15 Years of Age?,"A bill providing for this prohibition is to be discussed in Parliament shortly, for possible entry into force in 2026. 2 months ago · Montreal, Canada",Lean Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: France: Ban on Social Media for Children Under 15 Years of Age?
            ARTICLE SUMMARY: A bill providing for this prohibition is to be discussed in Parliament shortly, for possible entry into force in 2026. 2 months ago · Montreal, Canada

            Output ONLY the numeric bias score.
          
assistant-1.0"
There Is a Disturbance in Elisa's Submarine Cable Connection in the Gulf of Finland - Finnish Authorities Have Taken Possession of a Vessel Moving in the Area,Elisa's telecommunications cable between Helsinki and Tallinn has been damaged. The Border Guard has located a vessel whose actions are suspected of causing the damage to the cable. 2 months ago · Finland,Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: There Is a Disturbance in Elisa's Submarine Cable Connection in the Gulf of Finland - Finnish Authorities Have Taken Possession of a Vessel Moving in the Area
            ARTICLE SUMMARY: Elisa's telecommunications cable between Helsinki and Tallinn has been damaged. The Border Guard has located a vessel whose actions are suspected of causing the damage to the cable. 2 months ago · Finland

            Output ONLY the numeric bias score.
          
assistant+2.0"
"Historic Winter Storm Fern Batters Much of U.S., Causing Widespread Disruptions and Fatalities","January 25, 2026 - A massive winter storm unofficially named Winter Storm Fern by The Weather Channel has unleashed heavy snow, freezing rain, ice, and Arctic cold across a vast swath of the United States, impacting more than 230 million people from Texas and the Southwest to the Northeast and parts of Canada. The storm, which originated from an upper-level low developing over the Pacific near...",Far Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Historic Winter Storm Fern Batters Much of U.S., Causing Widespread Disruptions and Fatalities
            ARTICLE SUMMARY: January 25, 2026 - A massive winter storm unofficially named Winter Storm Fern by The Weather Channel has unleashed heavy snow, freezing rain, ice, and Arctic cold across a vast swath of the United States, impacting more than 230 million people from Texas and the Southwest to the Northeast and parts of Canada. The storm, which originated from an upper-level low developing over the Pacific near...

            Output ONLY the numeric bias score.
          
assistant0.0"
Voltages in the Baltic Sea: Finland Seizes a Ship After Damage to a Telecommunications Cable,"The Finnish police announced that they had seized a vessel suspected of causing damage to a telecommunications cable connecting Helsinki to Tallinn, in the Gulf of Finland. ... 2 months ago · Brussels, Belgium",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Voltages in the Baltic Sea: Finland Seizes a Ship After Damage to a Telecommunications Cable
            ARTICLE SUMMARY: The Finnish police announced that they had seized a vessel suspected of causing damage to a telecommunications cable connecting Helsinki to Tallinn, in the Gulf of Finland. ... 2 months ago · Brussels, Belgium

            Output ONLY the numeric bias score.
          
assistant-1.0"
“A classic showoff”: Trump accepted Machado’s Nobel and Norwegians aren’t happy,"Norwegian politicians speak out against the Venezuelan opposition leader’s choice to hand off her Nobel Prize 1 month ago · San Francisco, United States",Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: “A classic showoff”: Trump accepted Machado’s Nobel and Norwegians aren’t happy
            ARTICLE SUMMARY: Norwegian politicians speak out against the Venezuelan opposition leader’s choice to hand off her Nobel Prize 1 month ago · San Francisco, United States

            Output ONLY the numeric bias score.
          
assistant+2.0"
Mayor Wilson directs Seattle police to document immigration activity,Wilson said she intends to “protect city residents in the face of increased federal immigration enforcement activity.”,Lean Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Mayor Wilson directs Seattle police to document immigration activity
            ARTICLE SUMMARY: Wilson said she intends to “protect city residents in the face of increased federal immigration enforcement activity.”

            Output ONLY the numeric bias score.
          
assistant0.0"
"Cable Break Between Sweden, Finland and Estonia","Two fiber optic cables in the Baltic Sea have been damaged. The cables belong to telecommunications operators. Finnish authorities have seized a ship that was at the scene. 2 months ago · Stockholm, Sweden",Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Cable Break Between Sweden, Finland and Estonia
            ARTICLE SUMMARY: Two fiber optic cables in the Baltic Sea have been damaged. The cables belong to telecommunications operators. Finnish authorities have seized a ship that was at the scene. 2 months ago · Stockholm, Sweden

            Output ONLY the numeric bias score.
          
assistant-1.0"
Monte Moro station chaos as 6 injured in horror cable car crash with 100 left stranded - The Mirror,"We'll be bringing you the very latest updates, pictures and video on this breaking news story. 2 months ago · London, United Kingdom",Lean Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Monte Moro station chaos as 6 injured in horror cable car crash with 100 left stranded - The Mirror
            ARTICLE SUMMARY: We'll be bringing you the very latest updates, pictures and video on this breaking news story. 2 months ago · London, United Kingdom

            Output ONLY the numeric bias score.
          
assistant+2.0"
Man Who Sprayed Rep. Ilhan Omar Charged With Federal Assault,"Source: X video Screenshot / Screenshot The man who interrupted remarks from Rep. Ilhan Omar by spraying her with a syringe during a Minneapolis town hall on Tuesday. Jan. 27, has officially been charged with assault, a federal complaint confirmed after it was made public on Thursday. According to the New York Times, 55-year-old Anthony Kazmierczak was charged with a federal assault count that is specific to a statute regarding assault or intim…",Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Man Who Sprayed Rep. Ilhan Omar Charged With Federal Assault
            ARTICLE SUMMARY: Source: X video Screenshot / Screenshot The man who interrupted remarks from Rep. Ilhan Omar by spraying her with a syringe during a Minneapolis town hall on Tuesday. Jan. 27, has officially been charged with assault, a federal complaint confirmed after it was made public on Thursday. According to the New York Times, 55-year-old Anthony Kazmierczak was charged with a federal assault count that is specific to a statute regarding assault or intim…

            Output ONLY the numeric bias score.
          
assistant0.0"
Venezuela's Machado says she gave her Nobel Peace Prize to Trump,"Trump confirmed later on social media that she had left the medal for him. 1 month ago · Flint, United States",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Venezuela's Machado says she gave her Nobel Peace Prize to Trump
            ARTICLE SUMMARY: Trump confirmed later on social media that she had left the medal for him. 1 month ago · Flint, United States

            Output ONLY the numeric bias score.
          
assistant+2.0"
